Month,Temp_Min_C,Temp_Max_C,Temp_Avg_C,Rainfall_Total_mm,Rainfall_Seasonal_mm,Humidity_%,Solar_Radiation_MJ_m2_day,Sunshine_Hours_hh_mm,Wind_Speed_kmph,Evapotranspiration_mm_day,Dew_Point_C,Heat_Stress_Days,Frost_Days,Soil_Type,Soil_pH,EC,Organic_Carbon_%,Soil_Moisture_%,Sand_%,Silt_%,Clay_%,Soil_Depth_cm,Water_Holding_Capacity_%,Nitrogen_kg_per_acre,Phosphorus_kg_per_acre,Potassium_kg_per_acre,Zinc_mg_per_kg,Iron_mg_per_kg,Copper_mg_per_kg,Manganese_mg_per_kg,Sulfur_kg_per_acre,Irrigation_Frequency_Level,Water_Quantity_liters_per_acre,Irrigation_Method_Type,Groundwater_Level_meters,Water_Quality_Category,Planting_Date,Harvesting_Date,Crop_Duration_Days,Seed_Rate,Row_Spacing_cm,Row_Gap_cm,Plant_Density,Intercropping,Weed_Control,Soil_Condition_At_Planting,Planting_Method,Mulching,Fertilizer_Split,Drainage_Condition,Variety,Germination_%,Tillering_Count,Cane_Height_cm,Cane_Diameter_cm,Internode_Length_cm,Brix_Value,Disease_Type,Disease_Severity,Pest_Level,Pesticide_Usage,Fertilizer_Type,Fertilizer_Quantity,Application_Timing,Machinery_Use,Labor_Input,Latitude,Longitude,Altitude_m,State,District,Tehsil,Agro_Cluster,Khasra_No,Sugar_Mill,Region,Year,Season,Growth_Stage,Yield_Quintal_per_Acre
Feb,16.320186376607243,29.140524235787872,23.063009968875377,1775.6791391068023,665.0468434587162,,26.441558318065432,7:33,6.2954330556886005,3.8567984833589746,22.75204425744409,3.0,1.0,Sandy,6.801691700876846,2.289185319042274,1.325242730905253,36.639769280633665,47.866297787014425,14.70828546338593,31.823853072955927,52.0226751326033,42.44943115471704,86.35660037220867,31.988117283075795,57.955224551514235,4.146277267608255,8.203223842865507,0.9157189733594013,1.658514824455113,9.205080182027789,Low,724.9202086170187,Flood,4.550091125610002,Good,2022-10-25 11:19:18,2024-03-18 15:28:05,370.0,10.498798048214436,90.171278284919,76.75942184354153,52240.243335928426,No,Manual,Dry,Trench,No,Split,Poor,Co98014,79.72933213537421,15.0,201.92272359085345,,24.137950078220058,21.464006702617716,None,Medium,Medium,0.38131538646005825,DAP,237.85162561533807,Mid,Yes,23.997509353748363,30.09384250480277,78.2259548573584,300.83404462651094,Uttarakhand,Haridwar,Haridwar,Manglore_Cluster,7657.0,Uttam Sugar Mills Ltd,Uttarakhand,,Kharif,,187.4603158955674
Jun,39.697206778575804,50.949217159856346,43.330770454747,1329.0573171422961,974.3444198675983,76.71527754005447,16.49283612261115,9:20,6.81101552174512,3.351820258178194,14.423082125646783,8.0,2.0,Sandy,6.9691568082635165,0.9347166719536779,0.43299530228656125,22.23253410969601,51.82247264681648,24.984884610246894,37.61213845961336,126.61280463224344,33.01454120491621,146.73751328451192,50.46500781187487,197.96343299903802,3.6010278424225968,2.1620398439888096,1.2793766381576954,5.959425446528961,17.767347962927467,Medium,1343.6396812128419,Flood,8.435722701767945,Saline,2023-06-13 00:46:06,2024-10-19 11:03:53,335.0,13.486069243778525,74.36162484499881,104.659417076918,55909.67144747838,Yes,Chemical,Moist,Straight Row,Yes,Single,Moderate,Co98014,73.98600841650965,20.0,210.35930467985378,4.597013402273296,13.54027483372371,24.316310087705375,None,Medium,,7.746808899846801,Organic,79.951870176158,Mid,Yes,12.14868716079625,29.917334726373376,78.00802883830627,309.37381973964193,Uttarakhand,Haridwar,Roorkee,Dhanauri_Cluster,9143.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Early,379.5629477684628
Oct,23.2137056751818,31.22968172729109,27.024883415884688,1448.7402612495193,1130.580982507476,62.77489304064916,20.17549449697594,7:29,8.927156629770701,6.663169870597983,20.341027924556016,13.0,4.0,Alluvial,7.405792999112613,0.1802391384491882,1.2667926855979066,18.43973285683981,53.05009782663009,20.60342330473987,25.018709623041836,173.33884953697213,22.586754379906928,157.45265159384144,47.48312990775861,154.04131065823236,0.7077298148565694,7.62202122316387,2.8310315470984766,2.312563150544946,22.97870444609191,High,865.0581733979395,Drip,17.100816440874613,Saline,2023-03-07 01:57:52,2024-08-04 20:31:15,293.0,9.79937662719245,60.31088421585976,74.78027759982879,53344.77577138054,No,Manual,Dry,Trench,Yes,Split,Good,CoJ64,61.13992721811931,13.0,341.6484465933013,4.27957354143671,16.961738141495786,16.62594519368773,Smut,Medium,High,4.856029704807011,Organic,245.13501482527167,Mid,No,18.253398484454443,30.14472650591985,78.20700431847078,,Uttarakhand,Haridwar,Bhagwanpur,PiranKaliyar_Cluster,4606.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Kharif,Mid,212.9068967197088
Nov,18.34766285972575,28.191114869055465,23.368405018611032,983.2198789819427,440.1727719366455,73.9433703785193,29.056860867800804,6:58,4.822841947807113,7.478384940661622,19.04526490807502,14.0,4.0,Clay,6.7912391051279,0.84346609799016,0.48648878182715605,22.30246476318001,30.25258259997484,,34.71105342017499,114.79478364844185,42.77776468162709,224.23015409321005,103.060301894338,59.72949301141857,0.9290966003832952,7.872922686571942,0.9324836519766377,6.547267839238893,5.884928488361575,Medium,1943.4591712975484,Flood,9.847473025688217,Good,2021-07-19 15:20:56,2024-08-22 16:47:06,336.0,13.710233912463575,83.17951766778134,83.56450607651568,141825.7709808129,No,Manual,Wet,Paired Row,No,Single,Moderate,CoJ64,97.84582930723523,7.0,299.0771991242219,3.831209130057592,22.726458794174803,21.09808024992816,Leaf Scald,Low,Medium,2.560550020418021,Organic,143.7787564225172,Mid,No,48.224868263661655,30.01360361230987,78.09267992628999,325.0400919840195,Uttarakhand,Haridwar,Laksar,PiranKaliyar_Cluster,365.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Late,369.21205743683566
Oct,19.60170059965541,32.066464587137276,25.66892796249536,1153.2678631270846,620.4740933151759,63.16042309229603,16.25485022508516,7:46,10.696126717660245,4.47577341509274,23.50362264596692,12.0,,Sandy,6.207972394714023,1.569122698979827,0.9368284333524857,25.4534634901675,57.57019417083508,33.057256872360554,26.344588486213645,115.14857081889339,33.317413311207275,56.03411884880154,,162.59315840463077,,5.560144887536515,0.8030384233587051,7.3848845708463795,27.76745716503563,Low,669.7486873151903,Sprinkler,18.20018466058913,Good,2022-09-18 15:11:54,2022-12-06 22:18:46,267.0,7.642476701512917,78.01287598134007,127.45813361417775,82169.0248700098,No,Manual,Moist,Circular,No,Single,Moderate,Co0238,79.03811274064509,16.0,266.575474495039,3.72124062853665,10.837082435553246,16.47709612875343,Leaf Scald,High,High,1.7990060220166793,Urea,189.72317606310727,Early,Yes,,30.11350097344026,78.2598860344256,258.75342693048754,Uttarakhand,Haridwar,Laksar,Manglore_Cluster,3350.0,Uttam Sugar Mills Ltd,Uttarakhand,,Kharif,,92.75134997861221
Apr,,38.06484347728133,32.76837567138351,,768.6502383802832,,26.59123182749758,7:31,14.051220599697489,6.9727684782267385,18.874692950867427,6.0,3.0,Sandy,8.037681233307303,0.37131483556732403,1.1935360079869386,14.144829762369904,57.70168844435376,22.3604419788662,20.68260365625667,73.39146612818965,24.555321100376013,211.52655057776678,114.43261995457408,46.52269793299875,,9.496930181996799,1.1240815475735486,3.63400769218634,6.946875654659827,High,1624.4815666248821,Sprinkler,4.607297716519212,Good,2022-01-01 02:17:52,2021-10-27 13:57:29,392.0,11.035295834447645,91.50869555471107,,92048.72018106781,Yes,Manual,Dry,Circular,No,Single,Poor,Co98014,81.05439390324403,11.0,285.91547238054807,3.078304333852692,24.02603439924372,18.05113067387046,Leaf Scald,Medium,High,6.48746752927729,DAP,285.8324376760215,Early,Yes,43.60199824155807,29.87445630326762,78.0021009016136,336.8716921629904,Uttarakhand,Haridwar,Roorkee,Jwalapur_Cluster,3504.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Late,252.3503043096934
Aug,26.829910266733513,35.67720101500171,32.42824974906316,1812.641960621117,,79.55868263181235,28.69689862135552,8:24,13.085809365166794,5.423226147492763,17.06168259447164,26.0,7.0,Loamy,8.236307250515406,1.6203086212079691,1.1102221559219052,22.301777913528415,22.062439447105785,18.588432831815354,27.23067528580294,172.86671972621906,42.639974978848265,169.6328308073775,23.344903419087885,45.557032390355694,1.2206084715868926,2.493350310658051,1.4007439875094931,2.5583811960719447,26.771585048729442,High,1730.4363011639398,Sprinkler,3.8527729585239356,Moderate,2021-10-31 00:03:14,2024-04-27 09:13:30,399.0,14.342217823552577,79.11456378642691,75.44528502508358,82249.51317555306,Yes,Chemical,Dry,,No,Single,Poor,CoJ64,78.38558980125349,7.0,349.5892995818086,2.3500881395177453,11.368325654574214,15.358077283550022,Red Rot,Medium,Medium,9.6941653803751,Urea,,Mid,No,14.474719706207386,30.178645807517043,78.02704050793984,,Uttarakhand,Haridwar,Laksar,Narsan_Cluster,298.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Late,297.3230700520486
Nov,21.592924684711427,29.842952512100602,,1864.0037079826498,,76.1273440832176,21.07626198606245,9:33,3.600218147017093,3.869573608681537,24.763702649947003,,4.0,Clay,8.356727066367634,0.2116025534208803,1.0861281386118287,16.63158425386917,52.44600924982287,11.114594531037588,37.796471817593044,139.41821683247883,53.883890681110834,129.1972061518602,96.71040657074072,59.98081615887111,4.6967429011024455,5.915088094152954,0.2253808900935289,7.858037290656682,20.767002645749667,High,725.301368682608,Sprinkler,17.78909757556353,Saline,2021-12-10 09:15:13,2021-08-09 13:41:23,304.0,12.66220775083615,112.15257294017474,144.28200439969552,58965.56592254928,Yes,Manual,Dry,Paired Row,Yes,Split,Poor,Co98014,76.81362542749086,21.0,166.0291162206531,4.547168862090944,18.294630235954894,22.182090148939672,Red Rot,Medium,,,Organic,170.9026541256291,Mid,Yes,10.457145537030517,29.944838521946508,78.13461762129499,267.55204129949334,Uttarakhand,Haridwar,Haridwar,Manglore_Cluster,6220.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,,Mid,165.6931645212072
Sep,24.374763672759677,34.97089251351163,28.446040844475597,1773.8704288748713,492.23405764462296,65.88272908823215,26.0122109564714,8:07,2.404089539392448,6.1729944742719205,,3.0,4.0,Clay,7.485180385813947,0.5666588250832005,0.7127791269832164,24.933438384198407,35.53411743729178,14.871914503191253,13.687843376979837,119.52654983501616,24.26780573231192,114.17290601076495,104.61524437415656,132.28731421195778,2.891955166230535,,1.088623461804802,3.3465302166002733,21.428028046512367,Low,1352.9424924190682,Sprinkler,13.196055175031741,Saline,2022-04-20 00:40:55,2021-04-01 19:04:00,390.0,6.669095154276556,69.12161051322599,145.59436290302096,114918.75790371557,Yes,Chemical,Wet,Paired Row,No,Single,Poor,CoJ64,66.83298153866905,6.0,269.3784409154694,2.313258858346633,11.155569599801773,24.38056702432521,Leaf Scald,Medium,Medium,2.8466444555351487,Organic,166.43504432975038,Late,Yes,31.861795503027125,30.03439014165227,78.05637261958488,304.38762906532224,Uttarakhand,Haridwar,Haridwar,Landaura_Cluster,8989.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Early,386.41582863199267
Mar,14.235970973693913,24.86892998321249,20.920952532329025,1031.614560783071,1136.5704988550133,50.483883499656045,21.15125623583411,9:35,3.7959878887519265,3.267568118161062,24.935520918629578,26.0,6.0,,6.438275036809893,2.2190098534075866,0.6664847446189869,37.96902497416488,41.22134364050325,28.50937478998118,31.299896031662783,70.55680678467638,22.797358300630812,201.3112586969921,96.26416068033856,67.5697623266372,2.525818708477777,3.584378736676606,1.9215030315652974,1.4344945565769596,22.763895322537437,High,512.0778290397678,Drip,2.629206496959112,Saline,2023-12-11 22:20:09,2024-05-11 03:03:37,372.0,5.681207255065953,108.26027685687706,80.21446423871356,97962.30155805891,No,Chemical,Wet,Trench,Yes,Split,Moderate,Co98014,,19.0,155.4503996591342,3.846383119994138,15.848737974237622,23.9095224106147,Red Rot,High,Low,0.8548761046987297,,287.0590497256351,Early,No,28.56036869027108,29.935375614702107,78.2952435347057,299.05846823191405,Uttarakhand,Haridwar,Haridwar,PiranKaliyar_Cluster,7619.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Late,269.6987699056489
Dec,15.22441652910086,26.097369276111305,19.571969635192346,1904.5292437803425,858.9438562327817,78.06013830749961,15.3053855712736,6:27,5.290677175806733,4.10903128285266,11.116217898039103,12.0,3.0,Clay,6.786132726055095,1.0340401242715087,1.1663130029582605,,38.88358585743714,22.43703975187305,22.304678167241075,95.62208593198939,52.22836765203344,164.06246878355168,34.106639620544605,148.43883833161442,2.4475253568936317,4.851073675787656,2.162257493921119,2.3324393937648806,21.10476767742344,Medium,1822.593859986354,Drip,5.0844773683997015,Saline,2021-06-16 06:47:20,2021-09-25 05:56:37,325.0,13.984369220614033,119.01838267050016,81.42889656400088,100616.45984079737,No,Manual,Moist,Trench,Yes,Single,Moderate,CoJ64,70.88294261182108,6.0,236.11421421105496,3.161494880374762,12.863796124758215,16.007845884812212,Leaf Scald,,High,4.48413104920931,DAP,187.27705612512852,Early,Yes,22.99281287224904,30.10494393580641,78.24557450693811,296.93715933991734,Uttarakhand,Haridwar,Laksar,Bahadrabad_Cluster,9691.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,,331.0500475828967
Feb,20.71416639484619,33.93993174060648,26.580549838612207,949.3289729131332,745.4253886808247,85.12733639522787,21.294720160836107,5:34,,6.672062055277438,14.67566617676981,4.0,3.0,Loamy,7.558454771172812,,0.2558352136551549,30.04885555083954,42.83997060874996,35.113040998907486,15.104001700054598,55.36426410226669,24.578502846846977,189.50159890844932,23.844025136159125,53.73203567173072,2.145684249991504,4.507181885535577,2.777319580608004,7.274701254366711,19.08753783818019,Medium,1041.231396263497,Drip,16.965065507207797,Saline,2023-10-28 12:14:13,2022-05-08 15:08:08,374.0,8.672108321618756,90.24233964520421,88.78093876432227,105492.0276100687,No,Chemical,Wet,Trench,No,Single,Poor,Co0238,96.76760089758278,19.0,258.30464311037065,4.569570822017796,14.226223129323166,23.84554445459525,None,High,Low,6.985539424222761,DAP,173.3890615316874,Late,Yes,31.803448576273738,29.906495236133864,78.05703865765787,313.20388962765094,Uttarakhand,Haridwar,Laksar,Iqbalpur_Cluster,7954.0,,Uttarakhand,2020.0,Rabi,Mid,287.16015464459076
Apr,31.55562650446616,39.882604922243786,36.08279033490552,,643.4197201381247,58.66088128940021,15.732494004445929,5:57,5.512023310006486,4.471725788425834,18.776274623798805,11.0,1.0,,6.032415652245498,0.59918140145678,1.2277504814859348,18.851820129936726,28.308037475672904,22.421331606269632,31.968956178003264,81.81648946933254,54.83338216504236,70.98761352854122,119.83076368662594,114.63560063066893,3.7508255606338503,7.866241938261566,2.5131019241153765,3.0587243715721355,8.71731271075007,Medium,1514.6213963831312,Drip,10.571614367375522,,2020-07-06 23:49:22,2024-06-16 14:18:42,337.0,7.103856676651321,97.59612919459035,149.53208386472323,144141.7943231986,Yes,Manual,Wet,Circular,,Single,Moderate,Co0238,70.48411143500952,23.0,329.58407648525315,4.04249436186804,15.117982250029552,16.310634086009337,Smut,Medium,High,0.08438079121184328,Organic,60.29947319633495,Late,Yes,10.478110605477365,29.87793635280072,78.23788639595088,293.7380057609059,Uttarakhand,Haridwar,Khanpur,Dhanauri_Cluster,7604.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,Early,185.71654680737637
Jan,,18.000577967593298,14.157975006874501,827.7196081090965,458.75557612737856,56.88547893966121,26.893753451562425,8:47,7.376967218806135,2.679515648769004,15.319573889529828,10.0,2.0,,8.123149218171125,0.9449682651161407,0.29010111910189224,16.45858988487273,28.905842578461176,29.03841979398421,35.10106504550774,52.89161539527506,58.75958475546946,122.46701524327361,99.60317962239665,82.13651472549033,4.65791359652683,7.561261722770423,1.021724674404,4.573506166252498,,Medium,1279.8904128495733,Flood,19.287046691770833,Good,2023-01-18 17:15:41,2021-06-29 02:53:44,338.0,11.7265267912897,79.26750105668454,126.4402441517508,70248.87824037553,No,Chemical,Dry,,No,Single,Moderate,Co98014,73.8090059161193,19.0,273.680932574515,2.5531118654346083,14.773426960810855,17.362503138915315,Leaf Scald,Low,Medium,7.368837833884079,Organic,281.14923359233956,Mid,Yes,14.346534724294546,30.025482386525947,78.08304781278525,297.0194862090807,Uttarakhand,Haridwar,Khanpur,PiranKaliyar_Cluster,2314.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,,283.38159826889523
Aug,19.53106670531823,32.78454367368321,25.028812516656146,1215.672281660131,516.980599374331,80.66837048776978,28.892613864099353,8:26,2.5580490123656485,3.2556430271323844,16.99732660484863,24.0,2.0,Sandy,7.240584992302512,0.9330161514868915,0.9987500575719583,18.908845088084597,29.905269012264085,39.429677107260204,30.50903048032915,146.30423889706339,48.26511649888273,205.71018776944578,43.25860660526138,168.22108989478392,1.41807307235471,,1.2355741972320775,5.121239486423585,12.345435544476935,High,686.8112181363646,Drip,3.707401713976951,Moderate,2023-08-10 14:22:06,2021-06-23 01:38:54,319.0,8.646144735779114,61.64126377325494,136.43903158221462,83575.54713915792,No,Manual,Moist,Paired Row,No,Split,Poor,CoJ64,86.96462115174803,7.0,184.09059078805535,4.716515792129581,12.137922698110344,19.031052912763297,Leaf Scald,Low,,0.5820703196041865,DAP,184.86608846105693,,No,45.43807738538176,30.136193819938516,78.06999401979874,328.76878081742495,Uttarakhand,Haridwar,Haridwar,Iqbalpur_Cluster,582.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Late,448.02157410596953
Aug,21.142562447762657,32.29671258632326,27.267273823299632,1456.240279301754,993.1614144314865,64.78991492250557,15.895849334579163,9:05,5.067947945891819,3.961232897757731,21.367167393260942,9.0,0.0,Sandy,6.90022284503583,1.5174078545132408,0.7399984209005686,31.521265528141374,22.354051400069473,13.851508687585955,10.914085152295744,171.57441813197522,43.62332485906654,129.94418709666004,55.851823777615365,176.66187965560547,2.2700871525157424,8.604683353222809,1.374292707278157,2.894516868896915,12.981893283460906,Low,1081.0974273151996,Drip,15.781676719426901,Moderate,2021-02-25 15:41:03,2024-10-27 18:54:11,325.0,7.1877658394647135,79.55135124027879,87.67940246343875,75488.59168448632,No,,Wet,Straight Row,No,Single,Poor,Co98014,64.24242899903217,14.0,238.92781327864662,4.0896432468018205,17.907802145362105,16.1944800246508,Smut,Medium,High,6.854186066413332,Organic,287.9824706763811,Late,Yes,45.6945729513845,30.143265488619058,78.24109127685865,344.9478679796657,Uttarakhand,Haridwar,Bhagwanpur,Bahadrabad_Cluster,9183.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Mid,244.93008285593388
Oct,21.435700498294867,29.297102762421225,26.103774953183276,1911.4088528837046,989.010214222112,86.44531243161826,24.638597883941138,5:16,6.901560779108709,4.575870788824686,,6.0,2.0,Alluvial,8.48546941580867,1.5567632186112768,0.6727334061410896,12.017392550658201,57.044919438231005,13.05632325332204,18.43792456466584,168.03202334312004,37.6426247164904,229.28502590223528,115.22421173730322,184.27807468337036,3.0321044129923087,9.4823344336647,2.61852342619286,2.4140068216557133,27.544695834916304,High,,Drip,15.16374602391839,Moderate,2021-02-21 01:12:58,2022-11-23 09:04:16,377.0,5.298790469259592,90.60664920327022,147.0188722145217,129090.81097334763,No,Chemical,Moist,Circular,Yes,Split,Poor,Co0238,91.7218977688187,15.0,289.8171440231444,3.3937591233229525,24.883554695183854,23.16295198685193,Red Rot,High,Medium,9.130262887485511,DAP,242.58680830725586,,Yes,42.16159572609982,29.928691124017604,78.29992641776013,347.4081334938195,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,9914.0,,Uttarakhand,2019.0,Rabi,Early,333.717029874405
Nov,16.98908554973543,29.623279098507393,23.186896039905236,1486.8254144331495,968.371426877162,89.74488859856129,20.741945212248027,9:25,,2.31145510951979,19.71189336492978,24.0,0.0,Alluvial,6.3308827296431565,2.3196912199692856,1.1963518403592484,26.213061807661397,,12.68189711158175,19.457334981066136,150.25791241923986,42.66515769770414,87.22064882376866,35.52319862866341,150.1158290475169,0.5952491094455599,4.635625410616449,1.7682032508254975,3.9237718578373006,,High,527.1259603274324,Sprinkler,16.56418397983789,Good,2020-10-14 10:57:45,2021-09-20 02:23:08,321.0,14.827428452438049,92.00956796986439,91.62118754442459,61833.62550921145,Yes,Chemical,Wet,Trench,No,Split,Good,,71.14015798203263,13.0,320.82192792633236,3.6206927582085644,23.413946685439168,16.863878347000913,None,Low,Medium,3.1064544635208815,Organic,234.10328196874727,Early,Yes,47.511894838157744,30.046200044069582,78.03195918534831,273.2644364268629,Uttarakhand,Haridwar,Bhagwanpur,Narsan_Cluster,6629.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Mid,320.45504302377844
,38.06998461938825,44.935327643300674,41.61083155714205,1218.8990459182846,685.2526058702349,68.55576081761707,,9:45,9.56804938370818,6.122348919087787,20.006397404251743,10.0,9.0,Sandy,8.159146277190727,1.979284600419497,0.7972545493249314,15.440735458234776,27.84999939138669,23.93405444419175,21.164492767434083,73.1548810886629,36.70164735321698,92.47833695962184,72.4064376359136,69.45843977508844,1.9239554017946467,5.988524740203685,2.4128479925568627,4.443545879651258,12.371956442587601,Low,1712.2206495619175,Sprinkler,3.754347446483733,Saline,2020-08-15 01:45:02,2023-11-19 17:17:58,323.0,6.316798031768597,73.20127864080514,105.6079313888028,92062.05410420263,Yes,Manual,Wet,Straight Row,No,Split,Good,CoJ64,75.73411032957988,17.0,223.5619249435397,2.3784957711795616,17.694380683596982,17.46831651374209,Red Rot,Medium,Medium,7.565400817492156,Organic,259.9011371994206,Late,Yes,48.85359097476025,29.96278940356539,78.18148741407565,346.612111279025,Uttarakhand,Haridwar,Haridwar,PiranKaliyar_Cluster,2571.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Early,240.81684687665424
May,26.62804408634553,37.84213587199438,33.06555455036761,1833.2491214315578,1120.302183104745,78.70187073153335,15.38680414928376,8:12,5.692667647613555,2.966171402719569,17.785966261467916,0.0,7.0,Alluvial,7.44590046557056,,1.2782907244207287,11.223510398683256,33.71863626834852,28.355351827721634,19.39222311160353,120.70694430918168,37.902741818788016,213.29789018050042,,139.15774478269844,3.9099605874590093,7.496894293618764,0.744235575468805,5.333833700355879,18.16200154261839,Low,891.3604099800157,Drip,2.6967793471464683,,2020-07-26 11:51:05,2023-11-29 15:01:45,342.0,10.12830616740475,91.95288998658722,116.84568086815611,57796.096067516424,Yes,Chemical,Dry,Trench,Yes,Single,Poor,CoJ64,64.95985090839781,19.0,213.49598793950932,2.8989537078310104,21.471862461283216,15.953003759424726,,Low,Low,0.39961142762197865,DAP,233.5560375042989,Early,Yes,24.199273328448573,,78.15860425689402,302.063314940238,Uttarakhand,Haridwar,Laksar,Dhanauri_Cluster,913.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Kharif,Late,436.20130266402555
Dec,8.853693755221403,16.189022512940515,12.880053459240411,1848.0381074704612,722.2020467925513,77.94418713245754,27.00506081723594,7:08,10.494444860110207,,13.159403755794418,23.0,8.0,Alluvial,7.777463897766278,2.460499788451611,0.6118404467434553,17.20826081495149,55.685853995114385,24.16030263415994,15.597671731194389,121.48364362601158,49.976939735824004,242.17690178633285,81.282152250889,139.9279714316145,,,1.1236077646236604,4.656361849347091,13.057331120945538,High,1180.127002994595,Sprinkler,7.537929765532774,Moderate,2020-08-12 21:19:30,2021-05-03 18:44:12,377.0,12.7143431959122,81.65267565579617,124.23402294753625,70900.8672883935,Yes,Manual,Dry,Circular,No,Single,Good,CoJ64,82.05576478276672,14.0,334.1735884095371,4.241967164473875,21.687747325337646,15.609171642965057,Leaf Scald,High,Low,3.578510704166953,,124.78160685303153,Mid,No,28.688186747315445,30.00728796516081,78.06396057749353,305.8605397316044,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,6224.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Late,255.78025507003179
Mar,18.845672342955027,29.97530346506428,23.06051463522788,1433.6406593645925,1199.4823438960264,54.364505767423104,24.597479457077043,8:09,9.348898220358734,6.0527092610098014,21.24671115274043,25.0,1.0,Clay,6.916461338689244,1.3453789814668256,1.4111767177044323,25.069474227944035,55.28551118766191,33.962956156551655,39.43503304338713,152.56726248603178,59.6160627262655,92.2792271907696,99.36029809357133,129.3251250192517,4.382230206500317,7.229362539073595,2.088169377438594,7.679993265786626,18.789594480550853,Low,1088.3812080920015,Sprinkler,10.618712419849611,Good,2022-08-07 14:46:54,2024-09-01 19:43:41,358.0,7.766533843581288,109.98607304337673,123.57105014885377,142016.10984617213,No,Manual,Moist,,Yes,Split,Good,Co98014,71.74895315574476,8.0,250.03102611722412,3.951692192556303,17.060089669561492,18.86890060513884,Leaf Scald,Medium,High,2.8263448875731587,Urea,68.2563213301352,Early,Yes,47.559934694106914,,78.02527775230287,243.7318186752457,Uttarakhand,Haridwar,Haridwar,Dhanauri_Cluster,740.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Late,189.26960910968126
Nov,21.68190756154671,33.018350140845264,27.378804151687426,1462.172210848345,423.84857828306093,52.32554399864139,25.43407915747125,9:13,14.657461729651887,4.201507475002639,19.527951526511572,29.0,5.0,Sandy,7.209054782471707,2.437541275088074,0.4630893164824664,20.448036330841298,42.068611158672304,31.24366612335602,11.953051621106049,113.73868730641337,35.069194405832896,95.70687847123627,101.64092489684818,80.23689279776144,1.264036915954735,4.056053077591802,0.30013967771835276,1.53310134332998,,Medium,1803.9165597142564,Sprinkler,5.794625410403427,Saline,2022-07-08 18:31:57,2023-03-31 01:53:37,395.0,8.820932982518682,61.149985324006956,76.27834268035515,142110.5639475205,Yes,Manual,Moist,Trench,Yes,Split,Good,Co0238,72.23625678904408,10.0,171.5668818287439,3.606244152797666,14.83957990950662,24.495772131409005,,,Low,5.180537309692651,Organic,239.01358201107257,Mid,Yes,,,78.08812941568021,260.68303369111965,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,3728.0,Uttam Sugar Mills Ltd,Uttarakhand,,Kharif,Mid,261.9707443979077
Jan,9.705083151086454,20.995256016438756,13.735201768996875,1741.9871691945764,775.6616387405569,86.87196916053333,20.309611830744977,8:11,4.860001959283904,7.282883740048282,19.25833552950143,21.0,4.0,,,0.5313337885891568,0.39348148499086905,21.31681194574088,42.45185811517088,32.53824333302478,31.962318091840203,101.30203551004917,47.66613764873669,217.4889997941568,100.74043514237499,93.91837992004085,2.805663377352719,3.006749942502304,2.6871648395665404,5.417743642466206,11.600893213365708,Low,644.0476035401994,Drip,11.264678292374237,Good,2022-09-08 12:59:39,2022-05-24 01:47:18,328.0,5.837139952360614,90.07186581199966,,130690.82687977128,Yes,Manual,Dry,Circular,No,Split,Poor,Co98014,64.9589112680074,6.0,336.1801402906793,3.0075854592707527,12.136368110716962,16.95773590146286,Smut,Low,Low,5.983990830605909,Urea,274.59127642630426,Early,Yes,17.2946795655046,30.173236460641565,78.01732148981418,339.28724143139954,Uttarakhand,Haridwar,Haridwar,Narsan_Cluster,3153.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Mid,379.0417656785143
